Iteration,Distance,Repeat
0,14.524557113647461,0
1000,14.524557113647461,0
2000,14.524557113647461,0
3000,20.192556381225586,0
4000,20.511211395263672,0
5000,20.511436462402344,0
6000,20.511436462402344,0
7000,20.511436462402344,0
8000,20.511436462402344,0
9000,20.511436462402344,0
10000,20.511436462402344,0
11000,20.511436462402344,0
12000,20.511436462402344,0
13000,20.511436462402344,0
14000,20.511436462402344,0
15000,20.511436462402344,0
16000,20.511436462402344,0
17000,20.511436462402344,0
18000,20.511436462402344,0
19000,20.511436462402344,0
20000,20.511436462402344,0
21000,20.751832962036133,0
22000,20.751832962036133,0
23000,20.751832962036133,0
24000,20.75224494934082,0
25000,20.7523250579834,0
26000,20.7523250579834,0
27000,20.7523250579834,0
28000,20.7523250579834,0
29000,20.7523250579834,0
30000,20.7523250579834,0
31000,20.7523250579834,0
32000,20.7523250579834,0
33000,20.7523250579834,0
34000,20.7523250579834,0
35000,20.7523250579834,0
36000,20.7523250579834,0
37000,20.7523250579834,0
38000,20.7523250579834,0
39000,20.7523250579834,0
40000,20.7523250579834,0
41000,20.7523250579834,0
42000,20.7523250579834,0
43000,20.7523250579834,0
44000,20.7523250579834,0
45000,20.7523250579834,0
46000,20.7523250579834,0
47000,20.7523250579834,0
48000,20.7523250579834,0
49000,20.7523250579834,0
50000,20.7523250579834,0
51000,20.7523250579834,0
52000,20.7523250579834,0
53000,20.7523250579834,0
54000,20.7523250579834,0
55000,20.7523250579834,0
56000,20.7523250579834,0
57000,20.7523250579834,0
58000,20.7523250579834,0
59000,20.7523250579834,0
60000,20.7523250579834,0
61000,20.7523250579834,0
62000,20.7523250579834,0
63000,20.7523250579834,0
64000,20.7523250579834,0
65000,20.7523250579834,0
66000,20.7523250579834,0
67000,20.7523250579834,0
68000,20.7523250579834,0
69000,20.7523250579834,0
70000,20.7523250579834,0
71000,20.7523250579834,0
72000,20.7523250579834,0
73000,20.7523250579834,0
74000,20.7523250579834,0
75000,20.7523250579834,0
76000,20.7523250579834,0
77000,20.7523250579834,0
78000,20.7523250579834,0
79000,20.7523250579834,0
80000,20.7523250579834,0
81000,20.7523250579834,0
82000,20.7523250579834,0
83000,20.7523250579834,0
84000,20.7523250579834,0
85000,20.7523250579834,0
86000,20.7523250579834,0
87000,20.7523250579834,0
88000,20.7523250579834,0
89000,20.7523250579834,0
90000,20.7523250579834,0
91000,20.7523250579834,0
92000,20.7523250579834,0
93000,20.7523250579834,0
94000,20.7523250579834,0
95000,20.7523250579834,0
96000,20.7523250579834,0
97000,20.7523250579834,0
98000,20.7523250579834,0
99000,20.7523250579834,0
100000,20.7523250579834,0
101000,20.7523250579834,0
102000,20.7523250579834,0
103000,20.7523250579834,0
104000,20.7523250579834,0
105000,20.7523250579834,0
106000,20.7523250579834,0
107000,20.7523250579834,0
108000,20.7523250579834,0
109000,20.7523250579834,0
110000,20.7523250579834,0
111000,20.7523250579834,0
112000,20.7523250579834,0
113000,20.7523250579834,0
114000,20.7523250579834,0
115000,20.7523250579834,0
116000,20.7523250579834,0
117000,20.7523250579834,0
118000,20.7523250579834,0
119000,20.7523250579834,0
120000,20.7523250579834,0
121000,20.7523250579834,0
122000,20.7523250579834,0
123000,20.7523250579834,0
124000,20.7523250579834,0
125000,20.7523250579834,0
126000,20.7523250579834,0
127000,20.7523250579834,0
128000,20.7523250579834,0
129000,20.7523250579834,0
130000,20.7523250579834,0
131000,20.7523250579834,0
132000,20.7523250579834,0
133000,20.7523250579834,0
134000,20.7523250579834,0
135000,20.7523250579834,0
136000,20.7523250579834,0
137000,20.7523250579834,0
138000,20.7523250579834,0
139000,20.7523250579834,0
140000,20.7523250579834,0
141000,20.7523250579834,0
142000,20.7523250579834,0
143000,20.7523250579834,0
144000,20.7523250579834,0
145000,20.7523250579834,0
146000,20.7523250579834,0
147000,20.7523250579834,0
148000,20.7523250579834,0
149000,20.7523250579834,0
150000,20.7523250579834,0
151000,20.7523250579834,0
152000,20.7523250579834,0
153000,20.7523250579834,0
154000,20.7523250579834,0
155000,20.7523250579834,0
156000,20.7523250579834,0
157000,20.7523250579834,0
158000,20.7523250579834,0
159000,20.7523250579834,0
160000,20.7523250579834,0
161000,20.7523250579834,0
162000,20.7523250579834,0
163000,20.7523250579834,0
164000,20.7523250579834,0
165000,20.7523250579834,0
166000,20.7523250579834,0
167000,20.7523250579834,0
168000,20.7523250579834,0
169000,20.7523250579834,0
170000,20.7523250579834,0
171000,20.7523250579834,0
172000,20.7523250579834,0
173000,20.7523250579834,0
174000,20.7523250579834,0
175000,20.7523250579834,0
176000,20.7523250579834,0
177000,20.7523250579834,0
178000,20.7523250579834,0
179000,20.7523250579834,0
180000,20.7523250579834,0
181000,20.7523250579834,0
182000,20.7523250579834,0
183000,20.7523250579834,0
184000,20.7523250579834,0
185000,20.7523250579834,0
186000,20.7523250579834,0
187000,20.7523250579834,0
188000,20.7523250579834,0
189000,20.7523250579834,0
190000,20.7523250579834,0
191000,20.7523250579834,0
